NOME,DATETIME,TEMPERATURA_MEDIA,LATITUDE,LONGITUDE,ALTITUDE
CWB,2022-06-21,17.0,-25.4486111,-49.23055554,922.91
CWB,2022-06-22,19.6,-25.4486111,-49.23055554,922.91
CWB,2022-06-23,20.6,-25.4486111,-49.23055554,922.91
CWB,2022-06-24,18.9,-25.4486111,-49.23055554,922.91
CWB,2022-06-25,15.3,-25.4486111,-49.23055554,922.91
CWB,2022-06-26,11.8,-25.4486111,-49.23055554,922.91
CWB,2022-06-27,12.7,-25.4486111,-49.23055554,922.91
CWB,2022-06-28,15.7,-25.4486111,-49.23055554,922.91
CWB,2022-06-29,15.9,-25.4486111,-49.23055554,922.91
CWB,2022-06-30,,-25.4486111,-49.23055554,922.91
CWB,2022-07-01,,-25.4486111,-49.23055554,922.91
CWB,2022-07-02,16.8,-25.4486111,-49.23055554,922.91
CWB,2022-07-03,19.0,-25.4486111,-49.23055554,922.91
CWB,2022-07-04,18.1,-25.4486111,-49.23055554,922.91
CWB,2022-07-05,16.7,-25.4486111,-49.23055554,922.91
CWB,2022-07-06,16.4,-25.4486111,-49.23055554,922.91
CWB,2022-07-07,18.2,-25.4486111,-49.23055554,922.91
CWB,2022-07-08,16.3,-25.4486111,-49.23055554,922.91
CWB,2022-07-09,16.5,-25.4486111,-49.23055554,922.91
CWB,2022-07-10,16.9,-25.4486111,-49.23055554,922.91
CWB,2022-07-11,17.9,-25.4486111,-49.23055554,922.91
CWB,2022-07-12,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-07-13,12.0,-25.4486111,-49.23055554,922.91
CWB,2022-07-14,16.1,-25.4486111,-49.23055554,922.91
CWB,2022-07-15,18.1,-25.4486111,-49.23055554,922.91
CWB,2022-07-16,20.8,-25.4486111,-49.23055554,922.91
CWB,2022-07-17,16.6,-25.4486111,-49.23055554,922.91
CWB,2022-07-18,12.9,-25.4486111,-49.23055554,922.91
CWB,2022-07-19,16.8,-25.4486111,-49.23055554,922.91
CWB,2022-07-20,15.7,-25.4486111,-49.23055554,922.91
CWB,2022-07-21,16.7,-25.4486111,-49.23055554,922.91
CWB,2022-07-22,18.7,-25.4486111,-49.23055554,922.91
CWB,2022-07-23,18.2,-25.4486111,-49.23055554,922.91
CWB,2022-07-24,17.9,-25.4486111,-49.23055554,922.91
CWB,2022-07-25,17.7,-25.4486111,-49.23055554,922.91
CWB,2022-07-26,16.0,-25.4486111,-49.23055554,922.91
CWB,2022-07-27,15.5,-25.4486111,-49.23055554,922.91
CWB,2022-07-28,18.9,-25.4486111,-49.23055554,922.91
CWB,2022-07-29,14.3,-25.4486111,-49.23055554,922.91
CWB,2022-07-30,,-25.4486111,-49.23055554,922.91
CWB,2022-07-31,,-25.4486111,-49.23055554,922.91
CWB,2022-08-01,,-25.4486111,-49.23055554,922.91
CWB,2022-08-02,18.2,-25.4486111,-49.23055554,922.91
CWB,2022-08-03,16.7,-25.4486111,-49.23055554,922.91
CWB,2022-08-04,19.4,-25.4486111,-49.23055554,922.91
CWB,2022-08-05,17.1,-25.4486111,-49.23055554,922.91
CWB,2022-08-06,12.6,-25.4486111,-49.23055554,922.91
CWB,2022-08-07,13.0,-25.4486111,-49.23055554,922.91
CWB,2022-08-08,15.1,-25.4486111,-49.23055554,922.91
CWB,2022-08-09,13.4,-25.4486111,-49.23055554,922.91
CWB,2022-08-10,,-25.4486111,-49.23055554,922.91
CWB,2022-08-11,,-25.4486111,-49.23055554,922.91
CWB,2022-08-12,12.4,-25.4486111,-49.23055554,922.91
CWB,2022-08-13,,-25.4486111,-49.23055554,922.91
CWB,2022-08-14,17.0,-25.4486111,-49.23055554,922.91
CWB,2022-08-15,18.6,-25.4486111,-49.23055554,922.91
CWB,2022-08-16,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-08-17,15.2,-25.4486111,-49.23055554,922.91
CWB,2022-08-18,15.3,-25.4486111,-49.23055554,922.91
CWB,2022-08-19,,-25.4486111,-49.23055554,922.91
CWB,2022-08-20,,-25.4486111,-49.23055554,922.91
CWB,2022-08-21,,-25.4486111,-49.23055554,922.91
CWB,2022-08-22,,-25.4486111,-49.23055554,922.91
CWB,2022-08-23,13.4,-25.4486111,-49.23055554,922.91
CWB,2022-08-24,,-25.4486111,-49.23055554,922.91
CWB,2022-08-25,16.2,-25.4486111,-49.23055554,922.91
CWB,2022-08-26,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-08-27,19.4,-25.4486111,-49.23055554,922.91
CWB,2022-08-28,17.3,-25.4486111,-49.23055554,922.91
CWB,2022-08-29,10.0,-25.4486111,-49.23055554,922.91
CWB,2022-08-30,,-25.4486111,-49.23055554,922.91
CWB,2022-08-31,,-25.4486111,-49.23055554,922.91
CWB,2022-09-01,,-25.4486111,-49.23055554,922.91
CWB,2022-09-02,17.0,-25.4486111,-49.23055554,922.91
CWB,2022-09-03,12.8,-25.4486111,-49.23055554,922.91
CWB,2022-09-04,,-25.4486111,-49.23055554,922.91
CWB,2022-09-05,,-25.4486111,-49.23055554,922.91
CWB,2022-09-06,12.6,-25.4486111,-49.23055554,922.91
CWB,2022-09-07,15.0,-25.4486111,-49.23055554,922.91
CWB,2022-09-08,19.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-09,23.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-10,19.8,-25.4486111,-49.23055554,922.91
CWB,2022-09-11,10.9,-25.4486111,-49.23055554,922.91
CWB,2022-09-12,11.5,-25.4486111,-49.23055554,922.91
CWB,2022-09-13,17.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-14,12.9,-25.4486111,-49.23055554,922.91
CWB,2022-09-15,11.5,-25.4486111,-49.23055554,922.91
CWB,2022-09-16,12.4,-25.4486111,-49.23055554,922.91
CWB,2022-09-17,11.7,-25.4486111,-49.23055554,922.91
CWB,2022-09-18,13.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-19,13.9,-25.4486111,-49.23055554,922.91
CWB,2022-09-20,17.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-21,13.6,-25.4486111,-49.23055554,922.91
CWB,2022-09-22,16.0,-25.4486111,-49.23055554,922.91
CWB,2022-09-23,,-25.4486111,-49.23055554,922.91
CWB,2022-09-24,,-25.4486111,-49.23055554,922.91
CWB,2022-09-25,10.6,-25.4486111,-49.23055554,922.91
CWB,2022-09-26,13.9,-25.4486111,-49.23055554,922.91
CWB,2022-09-27,16.3,-25.4486111,-49.23055554,922.91
CWB,2022-09-28,13.1,-25.4486111,-49.23055554,922.91
CWB,2022-09-29,11.9,-25.4486111,-49.23055554,922.91
CWB,2022-09-30,12.6,-25.4486111,-49.23055554,922.91
CWB,2022-10-01,16.1,-25.4486111,-49.23055554,922.91
CWB,2022-10-02,16.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-03,15.2,-25.4486111,-49.23055554,922.91
CWB,2022-10-04,15.3,-25.4486111,-49.23055554,922.91
CWB,2022-10-05,16.3,-25.4486111,-49.23055554,922.91
CWB,2022-10-06,16.2,-25.4486111,-49.23055554,922.91
CWB,2022-10-07,18.0,-25.4486111,-49.23055554,922.91
CWB,2022-10-08,17.0,-25.4486111,-49.23055554,922.91
CWB,2022-10-09,17.9,-25.4486111,-49.23055554,922.91
CWB,2022-10-10,13.3,-25.4486111,-49.23055554,922.91
CWB,2022-10-11,16.9,-25.4486111,-49.23055554,922.91
CWB,2022-10-12,17.6,-25.4486111,-49.23055554,922.91
CWB,2022-10-13,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-14,15.5,-25.4486111,-49.23055554,922.91
CWB,2022-10-15,15.0,-25.4486111,-49.23055554,922.91
CWB,2022-10-16,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-17,18.3,-25.4486111,-49.23055554,922.91
CWB,2022-10-18,15.6,-25.4486111,-49.23055554,922.91
CWB,2022-10-19,19.1,-25.4486111,-49.23055554,922.91
CWB,2022-10-20,17.4,-25.4486111,-49.23055554,922.91
CWB,2022-10-21,19.1,-25.4486111,-49.23055554,922.91
CWB,2022-10-22,18.1,-25.4486111,-49.23055554,922.91
CWB,2022-10-23,18.0,-25.4486111,-49.23055554,922.91
CWB,2022-10-24,18.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-25,17.6,-25.4486111,-49.23055554,922.91
CWB,2022-10-26,19.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-27,21.0,-25.4486111,-49.23055554,922.91
CWB,2022-10-28,22.3,-25.4486111,-49.23055554,922.91
CWB,2022-10-29,20.8,-25.4486111,-49.23055554,922.91
CWB,2022-10-30,20.5,-25.4486111,-49.23055554,922.91
CWB,2022-10-31,18.1,-25.4486111,-49.23055554,922.91
CWB,2022-11-01,11.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-02,9.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-03,12.3,-25.4486111,-49.23055554,922.91
CWB,2022-11-04,12.9,-25.4486111,-49.23055554,922.91
CWB,2022-11-05,12.8,-25.4486111,-49.23055554,922.91
CWB,2022-11-06,13.3,-25.4486111,-49.23055554,922.91
CWB,2022-11-07,14.0,-25.4486111,-49.23055554,922.91
CWB,2022-11-08,15.1,-25.4486111,-49.23055554,922.91
CWB,2022-11-09,17.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-10,19.1,-25.4486111,-49.23055554,922.91
CWB,2022-11-11,17.6,-25.4486111,-49.23055554,922.91
CWB,2022-11-12,18.5,-25.4486111,-49.23055554,922.91
CWB,2022-11-13,19.7,-25.4486111,-49.23055554,922.91
CWB,2022-11-14,21.0,-25.4486111,-49.23055554,922.91
CWB,2022-11-15,20.5,-25.4486111,-49.23055554,922.91
CWB,2022-11-16,19.1,-25.4486111,-49.23055554,922.91
CWB,2022-11-17,18.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-18,16.9,-25.4486111,-49.23055554,922.91
CWB,2022-11-19,17.0,-25.4486111,-49.23055554,922.91
CWB,2022-11-20,18.6,-25.4486111,-49.23055554,922.91
CWB,2022-11-21,21.4,-25.4486111,-49.23055554,922.91
CWB,2022-11-22,19.6,-25.4486111,-49.23055554,922.91
CWB,2022-11-23,20.4,-25.4486111,-49.23055554,922.91
CWB,2022-11-24,17.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-25,17.4,-25.4486111,-49.23055554,922.91
CWB,2022-11-26,16.9,-25.4486111,-49.23055554,922.91
CWB,2022-11-27,17.8,-25.4486111,-49.23055554,922.91
CWB,2022-11-28,16.5,-25.4486111,-49.23055554,922.91
CWB,2022-11-29,18.2,-25.4486111,-49.23055554,922.91
CWB,2022-11-30,18.6,-25.4486111,-49.23055554,922.91
CWB,2022-12-01,20.7,-25.4486111,-49.23055554,922.91
CWB,2022-12-02,21.9,-25.4486111,-49.23055554,922.91
CWB,2022-12-03,22.0,-25.4486111,-49.23055554,922.91
CWB,2022-12-04,21.6,-25.4486111,-49.23055554,922.91
CWB,2022-12-05,22.3,-25.4486111,-49.23055554,922.91
CWB,2022-12-06,22.0,-25.4486111,-49.23055554,922.91
CWB,2022-12-07,22.4,-25.4486111,-49.23055554,922.91
CWB,2022-12-08,23.6,-25.4486111,-49.23055554,922.91
CWB,2022-12-09,23.6,-25.4486111,-49.23055554,922.91
CWB,2022-12-10,23.0,-25.4486111,-49.23055554,922.91
CWB,2022-12-11,23.4,-25.4486111,-49.23055554,922.91
CWB,2022-12-12,22.8,-25.4486111,-49.23055554,922.91
CWB,2022-12-13,19.7,-25.4486111,-49.23055554,922.91
CWB,2022-12-14,16.8,-25.4486111,-49.23055554,922.91
CWB,2022-12-15,18.7,-25.4486111,-49.23055554,922.91
CWB,2022-12-16,18.8,-25.4486111,-49.23055554,922.91
CWB,2022-12-17,17.1,-25.4486111,-49.23055554,922.91
CWB,2022-12-18,17.3,-25.4486111,-49.23055554,922.91
CWB,2022-12-19,17.2,-25.4486111,-49.23055554,922.91
CWB,2022-12-20,17.4,-25.4486111,-49.23055554,922.91
CWB,2022-12-21,16.6,-25.4486111,-49.23055554,922.91
CWB,2022-12-22,16.3,-25.4486111,-49.23055554,922.91
CWB,2022-12-23,17.2,-25.4486111,-49.23055554,922.91
CWB,2022-12-24,18.1,-25.4486111,-49.23055554,922.91
CWB,2022-12-25,19.2,-25.4486111,-49.23055554,922.91
CWB,2022-12-26,22.0,-25.4486111,-49.23055554,922.91
CWB,2022-12-27,21.8,-25.4486111,-49.23055554,922.91
CWB,2022-12-28,21.7,-25.4486111,-49.23055554,922.91
CWB,2022-12-29,21.4,-25.4486111,-49.23055554,922.91
CWB,2022-12-30,20.0,-25.4486111,-49.23055554,922.91
CWB,2022-12-31,20.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-01,21.6,-25.4486111,-49.23055554,922.91
CWB,2023-01-02,22.0,-25.4486111,-49.23055554,922.91
CWB,2023-01-03,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-01-04,16.1,-25.4486111,-49.23055554,922.91
CWB,2023-01-05,17.3,-25.4486111,-49.23055554,922.91
CWB,2023-01-06,17.6,-25.4486111,-49.23055554,922.91
CWB,2023-01-07,17.2,-25.4486111,-49.23055554,922.91
CWB,2023-01-08,17.5,-25.4486111,-49.23055554,922.91
CWB,2023-01-09,17.6,-25.4486111,-49.23055554,922.91
CWB,2023-01-10,19.3,-25.4486111,-49.23055554,922.91
CWB,2023-01-11,20.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-12,21.1,-25.4486111,-49.23055554,922.91
CWB,2023-01-13,22.4,-25.4486111,-49.23055554,922.91
CWB,2023-01-14,22.4,-25.4486111,-49.23055554,922.91
CWB,2023-01-15,22.8,-25.4486111,-49.23055554,922.91
CWB,2023-01-16,22.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-17,22.2,-25.4486111,-49.23055554,922.91
CWB,2023-01-18,21.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-19,21.5,-25.4486111,-49.23055554,922.91
CWB,2023-01-20,20.8,-25.4486111,-49.23055554,922.91
CWB,2023-01-21,21.2,-25.4486111,-49.23055554,922.91
CWB,2023-01-22,22.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-23,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-01-24,21.5,-25.4486111,-49.23055554,922.91
CWB,2023-01-25,23.4,-25.4486111,-49.23055554,922.91
CWB,2023-01-26,21.7,-25.4486111,-49.23055554,922.91
CWB,2023-01-27,21.4,-25.4486111,-49.23055554,922.91
CWB,2023-01-28,23.4,-25.4486111,-49.23055554,922.91
CWB,2023-01-29,24.0,-25.4486111,-49.23055554,922.91
CWB,2023-01-30,21.0,-25.4486111,-49.23055554,922.91
CWB,2023-01-31,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-02-01,22.0,-25.4486111,-49.23055554,922.91
CWB,2023-02-02,22.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-03,21.5,-25.4486111,-49.23055554,922.91
CWB,2023-02-04,21.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-05,22.7,-25.4486111,-49.23055554,922.91
CWB,2023-02-06,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-02-07,21.7,-25.4486111,-49.23055554,922.91
CWB,2023-02-08,21.7,-25.4486111,-49.23055554,922.91
CWB,2023-02-09,22.6,-25.4486111,-49.23055554,922.91
CWB,2023-02-10,21.5,-25.4486111,-49.23055554,922.91
CWB,2023-02-11,20.5,-25.4486111,-49.23055554,922.91
CWB,2023-02-12,21.7,-25.4486111,-49.23055554,922.91
CWB,2023-02-13,21.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-14,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-02-15,21.9,-25.4486111,-49.23055554,922.91
CWB,2023-02-16,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-02-17,21.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-18,17.8,-25.4486111,-49.23055554,922.91
CWB,2023-02-19,14.6,-25.4486111,-49.23055554,922.91
CWB,2023-02-20,18.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-21,20.1,-25.4486111,-49.23055554,922.91
CWB,2023-02-22,19.7,-25.4486111,-49.23055554,922.91
CWB,2023-02-23,20.4,-25.4486111,-49.23055554,922.91
CWB,2023-02-24,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-02-25,22.4,-25.4486111,-49.23055554,922.91
CWB,2023-02-26,22.3,-25.4486111,-49.23055554,922.91
CWB,2023-02-27,20.9,-25.4486111,-49.23055554,922.91
CWB,2023-02-28,19.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-01,20.0,-25.4486111,-49.23055554,922.91
CWB,2023-03-02,22.0,-25.4486111,-49.23055554,922.91
CWB,2023-03-03,22.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-04,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-03-05,20.4,-25.4486111,-49.23055554,922.91
CWB,2023-03-06,20.9,-25.4486111,-49.23055554,922.91
CWB,2023-03-07,20.7,-25.4486111,-49.23055554,922.91
CWB,2023-03-08,23.7,-25.4486111,-49.23055554,922.91
CWB,2023-03-09,22.2,-25.4486111,-49.23055554,922.91
CWB,2023-03-10,19.7,-25.4486111,-49.23055554,922.91
CWB,2023-03-11,19.6,-25.4486111,-49.23055554,922.91
CWB,2023-03-12,19.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-13,19.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-14,20.2,-25.4486111,-49.23055554,922.91
CWB,2023-03-15,20.2,-25.4486111,-49.23055554,922.91
CWB,2023-03-16,20.0,-25.4486111,-49.23055554,922.91
CWB,2023-03-17,20.3,-25.4486111,-49.23055554,922.91
CWB,2023-03-18,20.1,-25.4486111,-49.23055554,922.91
CWB,2023-03-19,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-03-20,23.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-21,23.4,-25.4486111,-49.23055554,922.91
CWB,2023-03-22,22.5,-25.4486111,-49.23055554,922.91
CWB,2023-03-23,22.6,-25.4486111,-49.23055554,922.91
CWB,2023-03-24,22.9,-25.4486111,-49.23055554,922.91
CWB,2023-03-25,22.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-26,23.1,-25.4486111,-49.23055554,922.91
CWB,2023-03-27,18.9,-25.4486111,-49.23055554,922.91
CWB,2023-03-28,19.2,-25.4486111,-49.23055554,922.91
CWB,2023-03-29,21.6,-25.4486111,-49.23055554,922.91
CWB,2023-03-30,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-03-31,21.8,-25.4486111,-49.23055554,922.91
CWB,2023-04-01,21.6,-25.4486111,-49.23055554,922.91
CWB,2023-04-02,17.7,-25.4486111,-49.23055554,922.91
CWB,2023-04-03,18.4,-25.4486111,-49.23055554,922.91
CWB,2023-04-04,19.8,-25.4486111,-49.23055554,922.91
CWB,2023-04-05,19.7,-25.4486111,-49.23055554,922.91
CWB,2023-04-06,18.3,-25.4486111,-49.23055554,922.91
CWB,2023-04-07,16.8,-25.4486111,-49.23055554,922.91
CWB,2023-04-08,18.0,-25.4486111,-49.23055554,922.91
CWB,2023-04-09,18.4,-25.4486111,-49.23055554,922.91
CWB,2023-04-10,18.5,-25.4486111,-49.23055554,922.91
CWB,2023-04-11,19.0,-25.4486111,-49.23055554,922.91
CWB,2023-04-12,20.1,-25.4486111,-49.23055554,922.91
CWB,2023-04-13,21.3,-25.4486111,-49.23055554,922.91
CWB,2023-04-14,18.7,-25.4486111,-49.23055554,922.91
CWB,2023-04-15,17.4,-25.4486111,-49.23055554,922.91
CWB,2023-04-16,18.8,-25.4486111,-49.23055554,922.91
CWB,2023-04-17,19.3,-25.4486111,-49.23055554,922.91
CWB,2023-04-18,18.5,-25.4486111,-49.23055554,922.91
CWB,2023-04-19,16.2,-25.4486111,-49.23055554,922.91
CWB,2023-04-20,14.1,-25.4486111,-49.23055554,922.91
CWB,2023-04-21,14.0,-25.4486111,-49.23055554,922.91
CWB,2023-04-22,16.4,-25.4486111,-49.23055554,922.91
CWB,2023-04-23,16.6,-25.4486111,-49.23055554,922.91
CWB,2023-04-24,17.6,-25.4486111,-49.23055554,922.91
CWB,2023-04-25,16.9,-25.4486111,-49.23055554,922.91
CWB,2023-04-26,18.2,-25.4486111,-49.23055554,922.91
CWB,2023-04-27,17.4,-25.4486111,-49.23055554,922.91
CWB,2023-04-28,16.3,-25.4486111,-49.23055554,922.91
CWB,2023-04-29,15.9,-25.4486111,-49.23055554,922.91
CWB,2023-04-30,17.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-01,18.4,-25.4486111,-49.23055554,922.91
CWB,2023-05-02,17.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-03,19.2,-25.4486111,-49.23055554,922.91
CWB,2023-05-04,21.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-05,20.8,-25.4486111,-49.23055554,922.91
CWB,2023-05-06,21.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-07,20.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-08,20.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-09,19.8,-25.4486111,-49.23055554,922.91
CWB,2023-05-10,17.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-11,15.5,-25.4486111,-49.23055554,922.91
CWB,2023-05-12,13.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-13,13.7,-25.4486111,-49.23055554,922.91
CWB,2023-05-14,14.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-15,14.8,-25.4486111,-49.23055554,922.91
CWB,2023-05-16,14.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-17,13.5,-25.4486111,-49.23055554,922.91
CWB,2023-05-18,13.6,-25.4486111,-49.23055554,922.91
CWB,2023-05-19,14.5,-25.4486111,-49.23055554,922.91
CWB,2023-05-20,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-05-21,15.1,-25.4486111,-49.23055554,922.91
CWB,2023-05-22,16.9,-25.4486111,-49.23055554,922.91
CWB,2023-05-23,17.6,-25.4486111,-49.23055554,922.91
CWB,2023-05-24,16.3,-25.4486111,-49.23055554,922.91
CWB,2023-05-25,17.2,-25.4486111,-49.23055554,922.91
CWB,2023-05-26,18.4,-25.4486111,-49.23055554,922.91
CWB,2023-05-27,18.0,-25.4486111,-49.23055554,922.91
CWB,2023-05-28,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-05-29,13.6,-25.4486111,-49.23055554,922.91
CWB,2023-05-30,13.7,-25.4486111,-49.23055554,922.91
CWB,2023-05-31,15.1,-25.4486111,-49.23055554,922.91
CWB,2023-06-01,15.2,-25.4486111,-49.23055554,922.91
CWB,2023-06-02,13.9,-25.4486111,-49.23055554,922.91
CWB,2023-06-03,16.4,-25.4486111,-49.23055554,922.91
CWB,2023-06-04,15.9,-25.4486111,-49.23055554,922.91
CWB,2023-06-05,15.1,-25.4486111,-49.23055554,922.91
CWB,2023-06-06,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-06-07,15.9,-25.4486111,-49.23055554,922.91
CWB,2023-06-08,15.7,-25.4486111,-49.23055554,922.91
CWB,2023-06-09,16.7,-25.4486111,-49.23055554,922.91
CWB,2023-06-10,18.4,-25.4486111,-49.23055554,922.91
CWB,2023-06-11,20.5,-25.4486111,-49.23055554,922.91
CWB,2023-06-12,,-25.4486111,-49.23055554,922.91
CWB,2023-06-13,,-25.4486111,-49.23055554,922.91
CWB,2023-06-14,,-25.4486111,-49.23055554,922.91
CWB,2023-06-15,,-25.4486111,-49.23055554,922.91
CWB,2023-06-16,11.7,-25.4486111,-49.23055554,922.91
CWB,2023-06-17,10.9,-25.4486111,-49.23055554,922.91
CWB,2023-06-18,11.0,-25.4486111,-49.23055554,922.91
CWB,2023-06-19,11.0,-25.4486111,-49.23055554,922.91
CWB,2023-06-20,12.8,-25.4486111,-49.23055554,922.91
CWB,2023-06-21,14.5,-25.4486111,-49.23055554,922.91
CWB,2023-06-22,17.4,-25.4486111,-49.23055554,922.91
CWB,2023-06-23,18.3,-25.4486111,-49.23055554,922.91
CWB,2023-06-24,18.8,-25.4486111,-49.23055554,922.91
CWB,2023-06-25,18.2,-25.4486111,-49.23055554,922.91
CWB,2023-06-26,17.9,-25.4486111,-49.23055554,922.91
CWB,2023-06-27,17.4,-25.4486111,-49.23055554,922.91
CWB,2023-06-28,17.0,-25.4486111,-49.23055554,922.91
CWB,2023-06-29,13.8,-25.4486111,-49.23055554,922.91
CWB,2023-06-30,13.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-01,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-02,15.1,-25.4486111,-49.23055554,922.91
CWB,2023-07-03,13.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-04,13.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-05,14.3,-25.4486111,-49.23055554,922.91
CWB,2023-07-06,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-07,17.1,-25.4486111,-49.23055554,922.91
CWB,2023-07-08,16.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-09,14.6,-25.4486111,-49.23055554,922.91
CWB,2023-07-10,15.7,-25.4486111,-49.23055554,922.91
CWB,2023-07-11,16.7,-25.4486111,-49.23055554,922.91
CWB,2023-07-12,18.7,-25.4486111,-49.23055554,922.91
CWB,2023-07-13,14.1,-25.4486111,-49.23055554,922.91
CWB,2023-07-14,9.7,-25.4486111,-49.23055554,922.91
CWB,2023-07-15,9.7,-25.4486111,-49.23055554,922.91
CWB,2023-07-16,13.5,-25.4486111,-49.23055554,922.91
CWB,2023-07-17,13.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-18,11.0,-25.4486111,-49.23055554,922.91
CWB,2023-07-19,10.6,-25.4486111,-49.23055554,922.91
CWB,2023-07-20,13.2,-25.4486111,-49.23055554,922.91
CWB,2023-07-21,15.1,-25.4486111,-49.23055554,922.91
CWB,2023-07-22,15.4,-25.4486111,-49.23055554,922.91
CWB,2023-07-23,16.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-24,17.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-25,18.6,-25.4486111,-49.23055554,922.91
CWB,2023-07-26,18.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-27,16.6,-25.4486111,-49.23055554,922.91
CWB,2023-07-28,15.0,-25.4486111,-49.23055554,922.91
CWB,2023-07-29,11.8,-25.4486111,-49.23055554,922.91
CWB,2023-07-30,12.6,-25.4486111,-49.23055554,922.91
CWB,2023-07-31,12.7,-25.4486111,-49.23055554,922.91
CWB,2023-08-01,15.2,-25.4486111,-49.23055554,922.91
CWB,2023-08-02,16.6,-25.4486111,-49.23055554,922.91
CWB,2023-08-03,17.0,-25.4486111,-49.23055554,922.91
CWB,2023-08-04,16.1,-25.4486111,-49.23055554,922.91
CWB,2023-08-05,17.4,-25.4486111,-49.23055554,922.91
CWB,2023-08-06,17.5,-25.4486111,-49.23055554,922.91
CWB,2023-08-07,20.2,-25.4486111,-49.23055554,922.91
CWB,2023-08-08,13.4,-25.4486111,-49.23055554,922.91
CWB,2023-08-09,12.8,-25.4486111,-49.23055554,922.91
CWB,2023-08-10,15.3,-25.4486111,-49.23055554,922.91
CWB,2023-08-11,15.2,-25.4486111,-49.23055554,922.91
CWB,2023-08-12,14.8,-25.4486111,-49.23055554,922.91
CWB,2023-08-13,11.7,-25.4486111,-49.23055554,922.91
CWB,2023-08-14,12.5,-25.4486111,-49.23055554,922.91
CWB,2023-08-15,14.6,-25.4486111,-49.23055554,922.91
CWB,2023-08-16,16.9,-25.4486111,-49.23055554,922.91
CWB,2023-08-17,19.3,-25.4486111,-49.23055554,922.91
CWB,2023-08-18,20.9,-25.4486111,-49.23055554,922.91
